gene,cluster_id,timepoint,cluster_name,n_cells,pct_pos,is_pronephros
sim1a,141,24,24hpf-periderm,22,0.0,False
sim1a,142,24,24hpf-tailbud - spinal cord,144,0.0,False
sim1a,143,24,24hpf-pectoral fin bud,104,0.0,False
sim1a,144,24,24hpf-macrophage,61,1.64,False
sim1a,145,24,24hpf-epidermal - grhl3,12,0.0,False
sim1a,146,24,24hpf-epidermal - olfactory placode,44,0.0,False
sim1a,147,24,24hpf-neural - dorsal hindbrain,667,0.15,False
sim1a,148,24,24hpf-otic placode,33,0.0,False
sim1a,149,24,24hpf-endoderm,64,0.0,False
sim1a,150,24,24hpf-myotome,32,0.0,False
sim1a,151,24,24hpf-pharyngeal pouch,53,0.0,False
sim1a,152,24,24hpf-epidermal - anterior,75,0.0,False
sim1a,153,24,24hpf-tailbud - PSM,23,4.35,False
sim1a,154,24,24hpf-pharyngeal arch - tbx1,22,0.0,False
sim1a,155,24,24hpf-endothelial,127,0.0,False
sim1a,156,24,24hpf-hatching gland,32,0.0,False
sim1a,157,24,24hpf-differentiating neurons - eomesa,101,0.0,False
sim1a,158,24,24hpf-pharyngeal arch - cd248b,135,0.0,False
sim1a,159,24,24hpf-lens,14,0.0,False
sim1a,160,24,24hpf-neural - floorplate,9,0.0,False
sim1a,161,24,24hpf-endothelial - posterior,53,1.89,False
sim1a,164,24,24hpf-epidermal - atp1a1a.2,38,2.63,False
sim1a,165,24,24hpf-neural - hindbrain roofplate,37,0.0,False
sim1a,166,24,24hpf-differentiating neurons - rohon beard,62,0.0,False
sim1a,167,24,24hpf-retina pigmented epithelium,37,2.7,False
sim1a,168,24,24hpf-neural - telencephalon,351,0.57,False
sim1a,169,24,24hpf-neural - midbrain ventral nkx6.2,191,0.0,False
sim1a,170,24,24hpf-neural - hindbrain gsx1,245,1.22,False
sim1a,171,24,24hpf-neural - posterior ventral nkx6.2,146,0.0,False
sim1a,172,24,24hpf-germline,9,0.0,False
sim1a,174,24,24hpf-heart,71,2.82,False
sim1a,177,24,24hpf-neural - diencephalon posterior,46,0.0,False
sim1a,178,24,24hpf-pharyngeal arch - ndnf,44,0.0,False
sim1a,179,24,24hpf-heart - hoxd9a,34,0.0,False
sim1a,180,24,24hpf-epidermal - muc5ac,17,0.0,False
sim1a,182,24,24hpf-neural crest - xanthophore,27,0.0,False
sim1a,183,24,24hpf-neural crest - melanoblast,23,0.0,False
sim1a,184,24,24hpf-neural crest - iridoblast,5,0.0,False
sim1a,185,24,24hpf-neural crest - grem2,92,1.09,False
sim1a,186,24,24hpf-neural crest - mcamb,52,0.0,False
sim1a,187,24,24hpf-pronephric duct,8,0.0,True
sim1a,189,24,24hpf-epidermal - s100a11,8,0.0,False
sim1a,190,24,24hpf-lateral line - krt15,14,0.0,False
sim1a,191,24,24hpf-epidermal - and1,26,3.85,False
sim1a,193,24,24hpf-epidermal - rbp4,35,2.86,False
sim1a,194,24,24hpf-epidermal - col7a1l,60,0.0,False
sim1a,195,24,24hpf-epidermal - kera,24,4.17,False
sim1a,51,14,14hpf-epidermal - pfn1,741,0.4,False
sim1a,52,14,14hpf-optic primordium,223,1.35,False
sim1a,53,14,14hpf-mesoderm - blood island,43,0.0,False
sim1a,54,14,14hpf-neural - diencephalon,88,0.0,False
sim1a,55,14,14hpf-tailbud - PSM,299,0.0,False
sim1a,56,14,14hpf-epidermal anterior,313,0.32,False
sim1a,57,14,14hpf-neural - hindbrain,298,0.0,False
sim1a,58,14,14hpf-endoderm,57,0.0,False
sim1a,59,14,14hpf-epidermal - foxi3a,75,0.0,False
sim1a,60,14,14hpf-neural crest,201,0.5,False
sim1a,61,14,14hpf-mesoderm - pharyngeal arch,71,1.41,False
sim1a,62,14,14hpf-notocord,42,0.0,False
sim1a,63,14,14hpf-epidermal - otic placode,69,0.0,False
sim1a,64,14,14hpf-mesoderm - heart field,67,1.49,False
sim1a,65,14,14hpf-differentiating neurons - rohon beard,29,0.0,False
sim1a,66,14,14hpf-mesoderm - lateral plate - cxcl12a,44,2.27,False
sim1a,67,14,14hpf-neural crest - crestin,82,1.22,False
sim1a,68,14,14hpf-neural - midbrain,340,0.0,False
sim1a,69,14,14hpf-mesoderm - pronephric duct,14,0.0,True
sim1a,70,14,14hpf-neural -  floorplate,13,0.0,False
sim1a,71,14,14hpf-germline,5,0.0,False
sim1a,72,14,14hpf-hatching gland,14,0.0,False
sim1a,73,14,14hpf-periderm,11,0.0,False
sim1a,74,14,14hpf-mesoderm - endothelial,33,0.0,False
sim1a,75,14,14hpf-tailbud - spinal cord,547,0.18,False
sim1a,76,14,14hpf-neural - telencephalon,174,1.15,False
sim1a,77,14,14hpf-lateral line primordium,84,3.57,False
sim1a,78,14,14hpf-differentiating neurons,24,0.0,False
sim1a,79,18,18hpf-neural - diencephalon,161,2.48,False
sim1a,80,18,18hpf-neural - midbrain,988,1.72,False
sim1a,81,18,18hpf-epidermal - olfactory placode,28,0.0,False
sim1a,82,18,18hpf-neural - telencephalon,301,0.66,False
sim1a,83,18,18hpf-neural - dorsal hindbrain,578,1.38,False
sim1a,84,18,18hpf-differentiating neurons,252,2.38,False
sim1a,85,18,18hpf-ionocyte - ca2,48,2.08,False
sim1a,86,18,18hpf-epidermal - anterior,182,2.75,False
sim1a,87,18,18hpf-hatching gland,20,0.0,False
sim1a,88,18,18hpf-epidermal - sox4b,59,1.69,False
sim1a,89,18,18hpf-optic cup,390,1.54,False
sim1a,90,18,18hpf-tailbud - spinal cord,277,1.08,False
sim1a,91,18,18hpf-pectoral fin field,66,7.58,False
sim1a,92,18,18hpf-heart field,158,2.53,False
sim1a,93,18,18hpf-lens placode,39,5.13,False
sim1a,94,18,18hpf-neural crest - grem2,281,3.91,False
sim1a,95,18,18hpf-erythroid,256,4.3,False
sim1a,96,18,18hpf-macrophage,30,23.33,False
sim1a,97,18,18hpf-tailbud - PSM,407,1.72,False
sim1a,98,18,18hpf-myotome,169,3.55,False
sim1a,99,18,18hpf-notocord,28,0.0,False
sim1a,NaN,?,(unknown),17,0.0,False
dzip1l,100,18,18hpf-endothelial,149,4.03,False
dzip1l,101,18,18hpf-otic placode,51,3.92,False
dzip1l,102,18,18hpf-neural - hindbrain ventral nkx6.2,76,5.26,False
dzip1l,103,18,18hpf-germline,9,0.0,False
dzip1l,105,18,18hpf-pronephric duct - posterior,11,9.09,True
dzip1l,106,18,18hpf-neural -  floorplate,6,0.0,False
dzip1l,107,18,18hpf-heart mature,17,0.0,False
dzip1l,108,18,18hpf-macrophage - ly75,14,14.29,False
dzip1l,109,18,18hpf-pronephric duct,10,20.0,True
dzip1l,110,18,18hpf-periderm,15,0.0,False
dzip1l,111,18,18hpf-pancreas primordium,8,0.0,False
dzip1l,112,18,18hpf-differentiating neurons - rohon beard,26,3.85,False
dzip1l,113,18,18hpf-retina pigmented epithelium,46,4.35,False
dzip1l,114,18,18hpf-differentiating neurons - dlx,30,6.67,False
dzip1l,115,18,18hpf-epidermal - pfn1,383,1.04,False
dzip1l,116,18,18hpf-lateral line primordium,46,0.0,False
dzip1l,117,18,18hpf-endoderm,142,0.7,False
dzip1l,118,18,18hpf-neural - midbrain ventral nkx6.2,126,3.97,False
dzip1l,119,18,18hpf-pharyngeal arch,202,7.43,False
dzip1l,120,18,18hpf-neural crest - crestin,148,2.7,False
dzip1l,121,18,18hpf-differentiating neurons - phox2a,8,0.0,False
dzip1l,122,18,18hpf-differentiating neurons - eomesa,28,7.14,False
dzip1l,123,18,18hpf-neural - ventral hindbrain,684,3.36,False
dzip1l,124,24,24hpf-differentiating neurons - hmx,30,0.0,False
dzip1l,125,24,24hpf-differentiating neurons - dlx,65,0.0,False
dzip1l,126,24,24hpf-epidermal - prr15la,24,0.0,False
dzip1l,127,24,24hpf-pancreas primordium,6,16.67,False
dzip1l,128,24,24hpf-ionocyte - ca2,31,3.23,False
dzip1l,129,24,24hpf-leukocyte,13,0.0,False
dzip1l,130,24,24hpf-neural - ventral hindbrain,911,0.66,False
dzip1l,131,24,24hpf-erythroid,506,0.79,False
dzip1l,132,24,24hpf-differentiating neurons - phox2a,44,2.27,False
dzip1l,133,24,24hpf-mesoderm - emp2,31,3.23,False
dzip1l,134,24,24hpf-differentiating neurons,523,2.49,False
dzip1l,136,24,24hpf-neural - midbrain,1211,0.33,False
dzip1l,137,24,24hpf-neural - dorsal spinal cord,31,0.0,False
dzip1l,138,24,24hpf-neural - diencephalon,203,0.99,False
dzip1l,139,24,24hpf-neural crest,8,0.0,False
dzip1l,140,24,24hpf-optic cup,772,0.39,False
dzip1l,141,24,24hpf-periderm,22,0.0,False
dzip1l,142,24,24hpf-tailbud - spinal cord,144,2.08,False
dzip1l,143,24,24hpf-pectoral fin bud,104,0.96,False
dzip1l,144,24,24hpf-macrophage,61,0.0,False
dzip1l,145,24,24hpf-epidermal - grhl3,12,8.33,False
dzip1l,146,24,24hpf-epidermal - olfactory placode,44,13.64,False
dzip1l,147,24,24hpf-neural - dorsal hindbrain,667,1.05,False
dzip1l,148,24,24hpf-otic placode,33,6.06,False
dzip1l,149,24,24hpf-endoderm,64,1.56,False
dzip1l,150,24,24hpf-myotome,32,0.0,False
dzip1l,151,24,24hpf-pharyngeal pouch,53,1.89,False
dzip1l,152,24,24hpf-epidermal - anterior,75,0.0,False
dzip1l,153,24,24hpf-tailbud - PSM,23,0.0,False
dzip1l,154,24,24hpf-pharyngeal arch - tbx1,22,0.0,False
dzip1l,155,24,24hpf-endothelial,127,1.57,False
dzip1l,156,24,24hpf-hatching gland,32,31.25,False
dzip1l,157,24,24hpf-differentiating neurons - eomesa,101,2.97,False
dzip1l,158,24,24hpf-pharyngeal arch - cd248b,135,2.96,False
dzip1l,159,24,24hpf-lens,14,0.0,False
dzip1l,160,24,24hpf-neural - floorplate,9,22.22,False
dzip1l,161,24,24hpf-endothelial - posterior,53,0.0,False
dzip1l,164,24,24hpf-epidermal - atp1a1a.2,38,5.26,False
dzip1l,165,24,24hpf-neural - hindbrain roofplate,37,0.0,False
dzip1l,166,24,24hpf-differentiating neurons - rohon beard,62,0.0,False
dzip1l,167,24,24hpf-retina pigmented epithelium,37,0.0,False
dzip1l,168,24,24hpf-neural - telencephalon,351,1.14,False
dzip1l,169,24,24hpf-neural - midbrain ventral nkx6.2,191,1.05,False
dzip1l,170,24,24hpf-neural - hindbrain gsx1,245,0.41,False
dzip1l,171,24,24hpf-neural - posterior ventral nkx6.2,146,0.68,False
dzip1l,172,24,24hpf-germline,9,0.0,False
dzip1l,174,24,24hpf-heart,71,1.41,False
dzip1l,177,24,24hpf-neural - diencephalon posterior,46,0.0,False
dzip1l,178,24,24hpf-pharyngeal arch - ndnf,44,0.0,False
dzip1l,179,24,24hpf-heart - hoxd9a,34,2.94,False
dzip1l,180,24,24hpf-epidermal - muc5ac,17,0.0,False
dzip1l,182,24,24hpf-neural crest - xanthophore,27,0.0,False
dzip1l,183,24,24hpf-neural crest - melanoblast,23,4.35,False
dzip1l,184,24,24hpf-neural crest - iridoblast,5,0.0,False
dzip1l,185,24,24hpf-neural crest - grem2,92,0.0,False
dzip1l,186,24,24hpf-neural crest - mcamb,52,0.0,False
dzip1l,187,24,24hpf-pronephric duct,8,0.0,True
dzip1l,189,24,24hpf-epidermal - s100a11,8,0.0,False
dzip1l,190,24,24hpf-lateral line - krt15,14,14.29,False
dzip1l,191,24,24hpf-epidermal - and1,26,0.0,False
dzip1l,193,24,24hpf-epidermal - rbp4,35,0.0,False
dzip1l,194,24,24hpf-epidermal - col7a1l,60,0.0,False
dzip1l,195,24,24hpf-epidermal - kera,24,0.0,False
dzip1l,51,14,14hpf-epidermal - pfn1,741,1.08,False
dzip1l,52,14,14hpf-optic primordium,223,0.45,False
dzip1l,53,14,14hpf-mesoderm - blood island,43,0.0,False
dzip1l,54,14,14hpf-neural - diencephalon,88,0.0,False
dzip1l,55,14,14hpf-tailbud - PSM,299,1.0,False
dzip1l,56,14,14hpf-epidermal anterior,313,0.96,False
dzip1l,57,14,14hpf-neural - hindbrain,298,1.34,False
dzip1l,58,14,14hpf-endoderm,57,5.26,False
dzip1l,59,14,14hpf-epidermal - foxi3a,75,0.0,False
dzip1l,60,14,14hpf-neural crest,201,1.99,False
dzip1l,61,14,14hpf-mesoderm - pharyngeal arch,71,1.41,False
dzip1l,62,14,14hpf-notocord,42,0.0,False
dzip1l,63,14,14hpf-epidermal - otic placode,69,0.0,False
dzip1l,64,14,14hpf-mesoderm - heart field,67,1.49,False
dzip1l,65,14,14hpf-differentiating neurons - rohon beard,29,3.45,False
dzip1l,66,14,14hpf-mesoderm - lateral plate - cxcl12a,44,4.55,False
dzip1l,67,14,14hpf-neural crest - crestin,82,2.44,False
dzip1l,68,14,14hpf-neural - midbrain,340,1.18,False
dzip1l,69,14,14hpf-mesoderm - pronephric duct,14,0.0,True
dzip1l,70,14,14hpf-neural -  floorplate,13,0.0,False
dzip1l,71,14,14hpf-germline,5,0.0,False
dzip1l,72,14,14hpf-hatching gland,14,0.0,False
dzip1l,73,14,14hpf-periderm,11,0.0,False
dzip1l,74,14,14hpf-mesoderm - endothelial,33,3.03,False
dzip1l,75,14,14hpf-tailbud - spinal cord,547,0.73,False
dzip1l,76,14,14hpf-neural - telencephalon,174,0.57,False
dzip1l,77,14,14hpf-lateral line primordium,84,0.0,False
dzip1l,78,14,14hpf-differentiating neurons,24,0.0,False
dzip1l,79,18,18hpf-neural - diencephalon,161,3.11,False
dzip1l,80,18,18hpf-neural - midbrain,988,3.64,False
dzip1l,81,18,18hpf-epidermal - olfactory placode,28,17.86,False
dzip1l,82,18,18hpf-neural - telencephalon,301,2.66,False
dzip1l,83,18,18hpf-neural - dorsal hindbrain,578,3.98,False
dzip1l,84,18,18hpf-differentiating neurons,252,3.97,False
dzip1l,85,18,18hpf-ionocyte - ca2,48,4.17,False
dzip1l,86,18,18hpf-epidermal - anterior,182,0.0,False
dzip1l,87,18,18hpf-hatching gland,20,0.0,False
dzip1l,88,18,18hpf-epidermal - sox4b,59,3.39,False
dzip1l,89,18,18hpf-optic cup,390,3.85,False
dzip1l,90,18,18hpf-tailbud - spinal cord,277,1.44,False
dzip1l,91,18,18hpf-pectoral fin field,66,1.52,False
dzip1l,92,18,18hpf-heart field,158,3.8,False
dzip1l,93,18,18hpf-lens placode,39,5.13,False
dzip1l,94,18,18hpf-neural crest - grem2,281,3.56,False
dzip1l,95,18,18hpf-erythroid,256,8.59,False
dzip1l,96,18,18hpf-macrophage,30,16.67,False
dzip1l,97,18,18hpf-tailbud - PSM,407,3.69,False
dzip1l,98,18,18hpf-myotome,169,3.55,False
dzip1l,99,18,18hpf-notocord,28,0.0,False
dzip1l,NaN,?,(unknown),17,0.0,False
mafba,100,18,18hpf-endothelial,149,44.97,False
mafba,101,18,18hpf-otic placode,51,1.96,False
mafba,102,18,18hpf-neural - hindbrain ventral nkx6.2,76,21.05,False
mafba,103,18,18hpf-germline,9,0.0,False
mafba,105,18,18hpf-pronephric duct - posterior,11,18.18,True
mafba,106,18,18hpf-neural -  floorplate,6,0.0,False
mafba,107,18,18hpf-heart mature,17,5.88,False
mafba,108,18,18hpf-macrophage - ly75,14,7.14,False
mafba,109,18,18hpf-pronephric duct,10,20.0,True
mafba,110,18,18hpf-periderm,15,6.67,False
mafba,111,18,18hpf-pancreas primordium,8,12.5,False
mafba,112,18,18hpf-differentiating neurons - rohon beard,26,3.85,False
mafba,113,18,18hpf-retina pigmented epithelium,46,6.52,False
mafba,114,18,18hpf-differentiating neurons - dlx,30,6.67,False
mafba,115,18,18hpf-epidermal - pfn1,383,5.74,False
mafba,116,18,18hpf-lateral line primordium,46,4.35,False
mafba,117,18,18hpf-endoderm,142,5.63,False
mafba,118,18,18hpf-neural - midbrain ventral nkx6.2,126,10.32,False
mafba,119,18,18hpf-pharyngeal arch,202,12.38,False
mafba,120,18,18hpf-neural crest - crestin,148,24.32,False
mafba,121,18,18hpf-differentiating neurons - phox2a,8,0.0,False
mafba,122,18,18hpf-differentiating neurons - eomesa,28,10.71,False
mafba,123,18,18hpf-neural - ventral hindbrain,684,21.93,False
mafba,124,24,24hpf-differentiating neurons - hmx,30,0.0,False
mafba,125,24,24hpf-differentiating neurons - dlx,65,6.15,False
mafba,126,24,24hpf-epidermal - prr15la,24,0.0,False
mafba,127,24,24hpf-pancreas primordium,6,0.0,False
mafba,128,24,24hpf-ionocyte - ca2,31,3.23,False
mafba,129,24,24hpf-leukocyte,13,30.77,False
mafba,130,24,24hpf-neural - ventral hindbrain,911,15.48,False
mafba,131,24,24hpf-erythroid,506,3.75,False
mafba,132,24,24hpf-differentiating neurons - phox2a,44,4.55,False
mafba,133,24,24hpf-mesoderm - emp2,31,0.0,False
mafba,134,24,24hpf-differentiating neurons,523,9.94,False
mafba,136,24,24hpf-neural - midbrain,1211,2.81,False
mafba,137,24,24hpf-neural - dorsal spinal cord,31,0.0,False
mafba,138,24,24hpf-neural - diencephalon,203,3.45,False
mafba,139,24,24hpf-neural crest,8,12.5,False
mafba,140,24,24hpf-optic cup,772,5.31,False
mafba,141,24,24hpf-periderm,22,0.0,False
mafba,142,24,24hpf-tailbud - spinal cord,144,3.47,False
mafba,143,24,24hpf-pectoral fin bud,104,6.73,False
mafba,144,24,24hpf-macrophage,61,77.05,False
mafba,145,24,24hpf-epidermal - grhl3,12,8.33,False
mafba,146,24,24hpf-epidermal - olfactory placode,44,2.27,False
mafba,147,24,24hpf-neural - dorsal hindbrain,667,16.79,False
mafba,148,24,24hpf-otic placode,33,3.03,False
mafba,149,24,24hpf-endoderm,64,3.12,False
mafba,150,24,24hpf-myotome,32,3.12,False
mafba,151,24,24hpf-pharyngeal pouch,53,3.77,False
mafba,152,24,24hpf-epidermal - anterior,75,4.0,False
mafba,153,24,24hpf-tailbud - PSM,23,21.74,False
mafba,154,24,24hpf-pharyngeal arch - tbx1,22,4.55,False
mafba,155,24,24hpf-endothelial,127,51.97,False
mafba,156,24,24hpf-hatching gland,32,3.12,False
mafba,157,24,24hpf-differentiating neurons - eomesa,101,14.85,False
mafba,158,24,24hpf-pharyngeal arch - cd248b,135,2.22,False
mafba,159,24,24hpf-lens,14,71.43,False
mafba,160,24,24hpf-neural - floorplate,9,0.0,False
mafba,161,24,24hpf-endothelial - posterior,53,86.79,False
mafba,164,24,24hpf-epidermal - atp1a1a.2,38,5.26,False
mafba,165,24,24hpf-neural - hindbrain roofplate,37,10.81,False
mafba,166,24,24hpf-differentiating neurons - rohon beard,62,6.45,False
mafba,167,24,24hpf-retina pigmented epithelium,37,5.41,False
mafba,168,24,24hpf-neural - telencephalon,351,2.85,False
mafba,169,24,24hpf-neural - midbrain ventral nkx6.2,191,1.57,False
mafba,170,24,24hpf-neural - hindbrain gsx1,245,5.31,False
mafba,171,24,24hpf-neural - posterior ventral nkx6.2,146,21.92,False
mafba,172,24,24hpf-germline,9,0.0,False
mafba,174,24,24hpf-heart,71,7.04,False
mafba,177,24,24hpf-neural - diencephalon posterior,46,2.17,False
mafba,178,24,24hpf-pharyngeal arch - ndnf,44,4.55,False
mafba,179,24,24hpf-heart - hoxd9a,34,2.94,False
mafba,180,24,24hpf-epidermal - muc5ac,17,0.0,False
mafba,182,24,24hpf-neural crest - xanthophore,27,0.0,False
mafba,183,24,24hpf-neural crest - melanoblast,23,4.35,False
mafba,184,24,24hpf-neural crest - iridoblast,5,20.0,False
mafba,185,24,24hpf-neural crest - grem2,92,6.52,False
mafba,186,24,24hpf-neural crest - mcamb,52,28.85,False
mafba,187,24,24hpf-pronephric duct,8,12.5,True
mafba,189,24,24hpf-epidermal - s100a11,8,100.0,False
mafba,190,24,24hpf-lateral line - krt15,14,0.0,False
mafba,191,24,24hpf-epidermal - and1,26,3.85,False
mafba,193,24,24hpf-epidermal - rbp4,35,2.86,False
mafba,194,24,24hpf-epidermal - col7a1l,60,1.67,False
mafba,195,24,24hpf-epidermal - kera,24,16.67,False
mafba,51,14,14hpf-epidermal - pfn1,741,4.45,False
mafba,52,14,14hpf-optic primordium,223,3.59,False
mafba,53,14,14hpf-mesoderm - blood island,43,20.93,False
mafba,54,14,14hpf-neural - diencephalon,88,6.82,False
mafba,55,14,14hpf-tailbud - PSM,299,4.68,False
mafba,56,14,14hpf-epidermal anterior,313,4.15,False
mafba,57,14,14hpf-neural - hindbrain,298,25.17,False
mafba,58,14,14hpf-endoderm,57,7.02,False
mafba,59,14,14hpf-epidermal - foxi3a,75,25.33,False
mafba,60,14,14hpf-neural crest,201,4.48,False
mafba,61,14,14hpf-mesoderm - pharyngeal arch,71,5.63,False
mafba,62,14,14hpf-notocord,42,2.38,False
mafba,63,14,14hpf-epidermal - otic placode,69,1.45,False
mafba,64,14,14hpf-mesoderm - heart field,67,4.48,False
mafba,65,14,14hpf-differentiating neurons - rohon beard,29,0.0,False
mafba,66,14,14hpf-mesoderm - lateral plate - cxcl12a,44,11.36,False
mafba,67,14,14hpf-neural crest - crestin,82,46.34,False
mafba,68,14,14hpf-neural - midbrain,340,5.88,False
mafba,69,14,14hpf-mesoderm - pronephric duct,14,7.14,True
mafba,70,14,14hpf-neural -  floorplate,13,0.0,False
mafba,71,14,14hpf-germline,5,0.0,False
mafba,72,14,14hpf-hatching gland,14,0.0,False
mafba,73,14,14hpf-periderm,11,9.09,False
mafba,74,14,14hpf-mesoderm - endothelial,33,33.33,False
mafba,75,14,14hpf-tailbud - spinal cord,547,5.48,False
mafba,76,14,14hpf-neural - telencephalon,174,2.3,False
mafba,77,14,14hpf-lateral line primordium,84,10.71,False
mafba,78,14,14hpf-differentiating neurons,24,8.33,False
mafba,79,18,18hpf-neural - diencephalon,161,9.94,False
mafba,80,18,18hpf-neural - midbrain,988,8.7,False
mafba,81,18,18hpf-epidermal - olfactory placode,28,7.14,False
mafba,82,18,18hpf-neural - telencephalon,301,4.98,False
mafba,83,18,18hpf-neural - dorsal hindbrain,578,23.18,False
mafba,84,18,18hpf-differentiating neurons,252,18.65,False
mafba,85,18,18hpf-ionocyte - ca2,48,8.33,False
mafba,86,18,18hpf-epidermal - anterior,182,10.99,False
mafba,87,18,18hpf-hatching gland,20,0.0,False
mafba,88,18,18hpf-epidermal - sox4b,59,27.12,False
mafba,89,18,18hpf-optic cup,390,11.54,False
mafba,90,18,18hpf-tailbud - spinal cord,277,5.78,False
mafba,91,18,18hpf-pectoral fin field,66,16.67,False
mafba,92,18,18hpf-heart field,158,15.19,False
mafba,93,18,18hpf-lens placode,39,79.49,False
mafba,94,18,18hpf-neural crest - grem2,281,14.95,False
mafba,95,18,18hpf-erythroid,256,13.28,False
mafba,96,18,18hpf-macrophage,30,53.33,False
mafba,97,18,18hpf-tailbud - PSM,407,9.34,False
mafba,98,18,18hpf-myotome,169,8.88,False
mafba,99,18,18hpf-notocord,28,3.57,False
mafba,NaN,?,(unknown),17,35.29,False
ripply1,100,18,18hpf-endothelial,149,1.34,False
ripply1,101,18,18hpf-otic placode,51,1.96,False
ripply1,102,18,18hpf-neural - hindbrain ventral nkx6.2,76,3.95,False
ripply1,103,18,18hpf-germline,9,11.11,False
ripply1,105,18,18hpf-pronephric duct - posterior,11,0.0,True
ripply1,106,18,18hpf-neural -  floorplate,6,0.0,False
ripply1,107,18,18hpf-heart mature,17,0.0,False
ripply1,108,18,18hpf-macrophage - ly75,14,14.29,False
ripply1,109,18,18hpf-pronephric duct,10,20.0,True
ripply1,110,18,18hpf-periderm,15,6.67,False
ripply1,111,18,18hpf-pancreas primordium,8,12.5,False
ripply1,112,18,18hpf-differentiating neurons - rohon beard,26,3.85,False
ripply1,113,18,18hpf-retina pigmented epithelium,46,6.52,False
ripply1,114,18,18hpf-differentiating neurons - dlx,30,13.33,False
ripply1,115,18,18hpf-epidermal - pfn1,383,2.09,False
ripply1,116,18,18hpf-lateral line primordium,46,6.52,False
ripply1,117,18,18hpf-endoderm,142,17.61,False
ripply1,118,18,18hpf-neural - midbrain ventral nkx6.2,126,3.17,False
ripply1,119,18,18hpf-pharyngeal arch,202,44.06,False
ripply1,120,18,18hpf-neural crest - crestin,148,5.41,False
ripply1,121,18,18hpf-differentiating neurons - phox2a,8,0.0,False
ripply1,122,18,18hpf-differentiating neurons - eomesa,28,7.14,False
ripply1,123,18,18hpf-neural - ventral hindbrain,684,5.41,False
ripply1,124,24,24hpf-differentiating neurons - hmx,30,0.0,False
ripply1,125,24,24hpf-differentiating neurons - dlx,65,3.08,False
ripply1,126,24,24hpf-epidermal - prr15la,24,0.0,False
ripply1,127,24,24hpf-pancreas primordium,6,0.0,False
ripply1,128,24,24hpf-ionocyte - ca2,31,3.23,False
ripply1,129,24,24hpf-leukocyte,13,0.0,False
ripply1,130,24,24hpf-neural - ventral hindbrain,911,2.2,False
ripply1,131,24,24hpf-erythroid,506,0.99,False
ripply1,132,24,24hpf-differentiating neurons - phox2a,44,2.27,False
ripply1,133,24,24hpf-mesoderm - emp2,31,22.58,False
ripply1,134,24,24hpf-differentiating neurons,523,3.06,False
ripply1,136,24,24hpf-neural - midbrain,1211,3.39,False
ripply1,137,24,24hpf-neural - dorsal spinal cord,31,6.45,False
ripply1,138,24,24hpf-neural - diencephalon,203,3.45,False
ripply1,139,24,24hpf-neural crest,8,12.5,False
ripply1,140,24,24hpf-optic cup,772,4.15,False
ripply1,141,24,24hpf-periderm,22,0.0,False
ripply1,142,24,24hpf-tailbud - spinal cord,144,4.86,False
ripply1,143,24,24hpf-pectoral fin bud,104,37.5,False
ripply1,144,24,24hpf-macrophage,61,1.64,False
ripply1,145,24,24hpf-epidermal - grhl3,12,0.0,False
ripply1,146,24,24hpf-epidermal - olfactory placode,44,0.0,False
ripply1,147,24,24hpf-neural - dorsal hindbrain,667,3.75,False
ripply1,148,24,24hpf-otic placode,33,0.0,False
ripply1,149,24,24hpf-endoderm,64,18.75,False
ripply1,150,24,24hpf-myotome,32,3.12,False
ripply1,151,24,24hpf-pharyngeal pouch,53,18.87,False
ripply1,152,24,24hpf-epidermal - anterior,75,5.33,False
ripply1,153,24,24hpf-tailbud - PSM,23,13.04,False
ripply1,154,24,24hpf-pharyngeal arch - tbx1,22,9.09,False
ripply1,155,24,24hpf-endothelial,127,3.15,False
ripply1,156,24,24hpf-hatching gland,32,6.25,False
ripply1,157,24,24hpf-differentiating neurons - eomesa,101,7.92,False
ripply1,158,24,24hpf-pharyngeal arch - cd248b,135,22.96,False
ripply1,159,24,24hpf-lens,14,0.0,False
ripply1,160,24,24hpf-neural - floorplate,9,0.0,False
ripply1,161,24,24hpf-endothelial - posterior,53,1.89,False
ripply1,164,24,24hpf-epidermal - atp1a1a.2,38,0.0,False
ripply1,165,24,24hpf-neural - hindbrain roofplate,37,32.43,False
ripply1,166,24,24hpf-differentiating neurons - rohon beard,62,8.06,False
ripply1,167,24,24hpf-retina pigmented epithelium,37,5.41,False
ripply1,168,24,24hpf-neural - telencephalon,351,3.42,False
ripply1,169,24,24hpf-neural - midbrain ventral nkx6.2,191,1.05,False
ripply1,170,24,24hpf-neural - hindbrain gsx1,245,2.45,False
ripply1,171,24,24hpf-neural - posterior ventral nkx6.2,146,1.37,False
ripply1,172,24,24hpf-germline,9,11.11,False
ripply1,174,24,24hpf-heart,71,14.08,False
ripply1,177,24,24hpf-neural - diencephalon posterior,46,4.35,False
ripply1,178,24,24hpf-pharyngeal arch - ndnf,44,36.36,False
ripply1,179,24,24hpf-heart - hoxd9a,34,5.88,False
ripply1,180,24,24hpf-epidermal - muc5ac,17,0.0,False
ripply1,182,24,24hpf-neural crest - xanthophore,27,0.0,False
ripply1,183,24,24hpf-neural crest - melanoblast,23,0.0,False
ripply1,184,24,24hpf-neural crest - iridoblast,5,0.0,False
ripply1,185,24,24hpf-neural crest - grem2,92,3.26,False
ripply1,186,24,24hpf-neural crest - mcamb,52,5.77,False
